,session1,session2,label,volume1,volume2,volume_diff,dice,surface_dice,hd95,label_name,volume_diff_noabs,percentage_vol_diff
4039,ses-066,ses-067,1012,8859.0,8477.0,382.0,0.8041070604522381,0.9785342086413518,1.0,Lateral Orbitofrontal L,382.0,0.045063111949982304
4041,ses-066,ses-067,1014,4836.0,4406.0,430.0,0.7784029430859122,0.9789615570663628,1.0,Medial Orbitofrontal L,430.0,0.09759418974126191
4055,ses-066,ses-067,1028,27789.0,26165.0,1624.0,0.787114949772028,0.9863483230631578,1.0,Superior Frontal L,1624.0,0.06206764762086757
4057,ses-066,ses-067,1030,17767.0,17365.0,402.0,0.8207332346578617,0.9840401966369429,1.0,Superior Temporal L,402.0,0.023150014396775123
4060,ses-066,ses-067,1035,6339.0,6195.0,144.0,0.8413914153502473,0.9894749830646736,1.0,Insula L,144.0,0.02324455205811138
4061,ses-066,ses-067,2002,2213.0,2251.0,38.0,0.7423835125448028,0.9790555734111053,1.0,Caudal Anterior Cingulate R,-38.0,-0.016881386050644157
4064,ses-066,ses-067,2006,1369.0,1457.0,88.0,0.7770700636942676,0.9736133221169851,1.0,Entorhinal Cortex R,-88.0,-0.060398078242964996
4065,ses-066,ses-067,2007,8231.0,8161.0,70.0,0.8328452903855539,0.9863859341319242,1.0,Fusiform Gyrus R,70.0,0.008577380223011886
4066,ses-066,ses-067,2008,16942.0,15768.0,1174.0,0.8065423417915011,0.9895450514667541,1.0,Inferior Parietal R,1174.0,0.07445459157787924
4070,ses-066,ses-067,2012,8768.0,8117.0,651.0,0.7341427302339354,0.9390219079954641,1.7320508075688772,Lateral Orbitofrontal R,651.0,0.08020204509055069
4072,ses-066,ses-067,2014,3893.0,3946.0,53.0,0.7587702513075647,0.9753376166911398,1.0,Medial Orbitofrontal R,-53.0,-0.013431322858590979
4086,ses-066,ses-067,2028,31387.0,29849.0,1538.0,0.7970148278790254,0.9908523676662822,1.0,Superior Frontal R,1538.0,0.051526014271834904
4088,ses-066,ses-067,2030,17236.0,17293.0,57.0,0.7960844507515422,0.9677968995675869,1.0,Superior Temporal R,-57.0,-0.0032961313826403746
4091,ses-066,ses-067,2035,6281.0,6282.0,1.0,0.8365836185624452,0.9893406656219547,1.0,Insula R,-1.0,-0.0001591849729385546
4092,ses-067,ses-068,1002,3728.0,3479.0,249.0,0.8117108366865547,0.9835820815186817,1.0,Caudal Anterior Cingulate L,249.0,0.07157229088818626
4095,ses-067,ses-068,1006,1458.0,1420.0,38.0,0.8054204308547602,0.974161616731784,1.0,Entorhinal Cortex L,38.0,0.02676056338028169
4096,ses-067,ses-068,1007,9085.0,9514.0,429.0,0.8201516210548955,0.9912358620514403,1.0,Fusiform Gyrus L,-429.0,-0.04509144418751314
4097,ses-067,ses-068,1008,13357.0,14367.0,1010.0,0.7254364449574376,0.9775319568343227,1.0,Inferior Parietal L,-1010.0,-0.07029999303960464
4101,ses-067,ses-068,1012,8477.0,8359.0,118.0,0.8178902352102637,0.9930461219942388,1.0,Lateral Orbitofrontal L,118.0,0.014116521114965905
4103,ses-067,ses-068,1014,4406.0,4714.0,308.0,0.7831140350877193,0.9870608711410814,1.0,Medial Orbitofrontal L,-308.0,-0.06533729316928298
4117,ses-067,ses-068,1028,26165.0,25419.0,746.0,0.7353442928039702,0.9779914030614749,1.0,Superior Frontal L,746.0,0.029348125417994413
4119,ses-067,ses-068,1030,17365.0,17809.0,444.0,0.8177062603059078,0.9926268933946681,1.0,Superior Temporal L,-444.0,-0.024931214554438766
4122,ses-067,ses-068,1035,6195.0,6380.0,185.0,0.8299005964214712,0.9930951478613823,1.0,Insula L,-185.0,-0.028996865203761754
4123,ses-067,ses-068,2002,2251.0,2128.0,123.0,0.8161680749029459,0.9959567661815717,1.0,Caudal Anterior Cingulate R,123.0,0.05780075187969925
4126,ses-067,ses-068,2006,1457.0,1444.0,13.0,0.7921406411582212,0.9787539357323396,1.0,Entorhinal Cortex R,13.0,0.009002770083102494
4127,ses-067,ses-068,2007,8161.0,8604.0,443.0,0.8504622725917089,0.9951086593590076,1.0,Fusiform Gyrus R,-443.0,-0.05148768014876801
4128,ses-067,ses-068,2008,15768.0,17034.0,1266.0,0.7494664959453692,0.9704320818406046,1.0,Inferior Parietal R,-1266.0,-0.07432194434660092
4132,ses-067,ses-068,2012,8117.0,8486.0,369.0,0.798409925917003,0.9780272051917305,1.0,Lateral Orbitofrontal R,-369.0,-0.043483384397831726
4134,ses-067,ses-068,2014,3946.0,4045.0,99.0,0.7756225753973219,0.9826958086601998,1.0,Medial Orbitofrontal R,-99.0,-0.024474660074165638
4148,ses-067,ses-068,2028,29849.0,29378.0,471.0,0.7563104665102065,0.9813472738682911,1.0,Superior Frontal R,471.0,0.016032405201170944
4150,ses-067,ses-068,2030,17293.0,17761.0,468.0,0.8340275004279112,0.9909766935361924,1.0,Superior Temporal R,-468.0,-0.026349867687630202
4153,ses-067,ses-068,2035,6282.0,6206.0,76.0,0.8382447149263292,0.993781194667631,1.0,Insula R,76.0,0.012246213341927168
4154,ses-068,ses-069,1002,3479.0,3628.0,149.0,0.7992120444632053,0.9894236364670747,1.0,Caudal Anterior Cingulate L,-149.0,-0.04106945975744212
4157,ses-068,ses-069,1006,1420.0,1483.0,63.0,0.7516362383740958,0.9314900906111397,1.7320508075688772,Entorhinal Cortex L,-63.0,-0.04248145650708024
4158,ses-068,ses-069,1007,9514.0,8854.0,660.0,0.7865853658536586,0.9835570210617242,1.0,Fusiform Gyrus L,660.0,0.07454257962502824
4159,ses-068,ses-069,1008,14367.0,13180.0,1187.0,0.6848658656115003,0.9612836731791428,1.4142135623730951,Inferior Parietal L,1187.0,0.09006069802731412
4163,ses-068,ses-069,1012,8359.0,8136.0,223.0,0.8070324340709306,0.9910538748683281,1.0,Lateral Orbitofrontal L,223.0,0.02740904621435595
4165,ses-068,ses-069,1014,4714.0,4507.0,207.0,0.7667281205942956,0.9708742952138536,1.0,Medial Orbitofrontal L,207.0,0.045928555580208565
4179,ses-068,ses-069,1028,25419.0,25451.0,32.0,0.7722429722822882,0.9809375634033898,1.0,Superior Frontal L,-32.0,-0.0012573179835762838
4181,ses-068,ses-069,1030,17809.0,16632.0,1177.0,0.7880142852994977,0.9833694898017357,1.0,Superior Temporal L,1177.0,0.07076719576719577
4184,ses-068,ses-069,1035,6380.0,6126.0,254.0,0.823124900047977,0.9920472580634571,1.0,Insula L,254.0,0.04146261834802481
4185,ses-068,ses-069,2002,2128.0,2185.0,57.0,0.7757941108277301,0.9914227336887784,1.0,Caudal Anterior Cingulate R,-57.0,-0.02608695652173913
4188,ses-068,ses-069,2006,1444.0,1488.0,44.0,0.7987721691678036,0.9773719889623583,1.0,Entorhinal Cortex R,-44.0,-0.02956989247311828
4189,ses-068,ses-069,2007,8604.0,7821.0,783.0,0.7920852359208523,0.9831559324614692,1.0,Fusiform Gyrus R,783.0,0.1001150747986191
4190,ses-068,ses-069,2008,17034.0,15867.0,1167.0,0.6928664782225464,0.9549906036707181,1.4142135623730951,Inferior Parietal R,1167.0,0.07354887502363396
4194,ses-068,ses-069,2012,8486.0,7743.0,743.0,0.7924086511799865,0.9835844787106164,1.0,Lateral Orbitofrontal R,743.0,0.09595763915794911
4196,ses-068,ses-069,2014,4045.0,4057.0,12.0,0.7477166131819304,0.9767334562108675,1.0,Medial Orbitofrontal R,-12.0,-0.0029578506285432584
4210,ses-068,ses-069,2028,29378.0,29471.0,93.0,0.7903277880677667,0.9833042210797729,1.0,Superior Frontal R,-93.0,-0.003155644531912728
4212,ses-068,ses-069,2030,17761.0,16652.0,1109.0,0.7866213349606254,0.9770860146403257,1.0,Superior Temporal R,1109.0,0.06659860677396108
4215,ses-068,ses-069,2035,6206.0,6236.0,30.0,0.8302523710014467,0.9918761716445526,1.0,Insula R,-30.0,-0.004810776138550353
4216,ses-069,ses-070,1002,3628.0,3169.0,459.0,0.7250257466529351,0.9504243976981951,1.7320508075688772,Caudal Anterior Cingulate L,459.0,0.14484064373619437
4219,ses-069,ses-070,1006,1483.0,1506.0,23.0,0.767480762796922,0.9503804181587238,1.4142135623730951,Entorhinal Cortex L,-23.0,-0.015272244355909695
4220,ses-069,ses-070,1007,8854.0,8758.0,96.0,0.8008176243470361,0.9881857298068821,1.0,Fusiform Gyrus L,96.0,0.010961406713861612
4221,ses-069,ses-070,1008,13180.0,13421.0,241.0,0.8085410322920191,0.9924017733620449,1.0,Inferior Parietal L,-241.0,-0.017956933164443783
4225,ses-069,ses-070,1012,8136.0,8173.0,37.0,0.7579863878839904,0.9722397661656651,1.0,Lateral Orbitofrontal L,-37.0,-0.004527101431542885
4227,ses-069,ses-070,1014,4507.0,4534.0,27.0,0.7417321092799469,0.9774002671071218,1.0,Medial Orbitofrontal L,-27.0,-0.005955006616674019
4241,ses-069,ses-070,1028,25451.0,27248.0,1797.0,0.7493500825442608,0.9784897547038531,1.0,Superior Frontal L,-1797.0,-0.06594979448032884
4243,ses-069,ses-070,1030,16632.0,17040.0,408.0,0.8006652411499169,0.9768796331007606,1.0,Superior Temporal L,-408.0,-0.023943661971830985
4246,ses-069,ses-070,1035,6126.0,6135.0,9.0,0.8268493597585841,0.9879196835960755,1.0,Insula L,-9.0,-0.001466992665036675
4247,ses-069,ses-070,2002,2185.0,2009.0,176.0,0.7248450166905103,0.9708085825507067,1.0,Caudal Anterior Cingulate R,176.0,0.08760577401692385
4250,ses-069,ses-070,2006,1488.0,1382.0,106.0,0.7212543554006968,0.9449057582056762,1.4142135623730951,Entorhinal Cortex R,106.0,0.07670043415340087
4251,ses-069,ses-070,2007,7821.0,7759.0,62.0,0.7594351732991014,0.9671917331590243,1.0,Fusiform Gyrus R,62.0,0.00799072045366671
4252,ses-069,ses-070,2008,15867.0,16478.0,611.0,0.8055031689596537,0.9865338971155952,1.0,Inferior Parietal R,-611.0,-0.03707974268721932
4256,ses-069,ses-070,2012,7743.0,8322.0,579.0,0.7286647992530345,0.9435520914173061,2.0,Lateral Orbitofrontal R,-579.0,-0.0695746214852199
4258,ses-069,ses-070,2014,4057.0,3802.0,255.0,0.7214658353480087,0.9694977786311592,1.0,Medial Orbitofrontal R,255.0,0.06706996317727512
4272,ses-069,ses-070,2028,29471.0,30949.0,1478.0,0.7674280039721947,0.9868777145937474,1.0,Superior Frontal R,-1478.0,-0.04775598565381757
4274,ses-069,ses-070,2030,16652.0,15550.0,1102.0,0.7406993354450034,0.9358515366780222,1.4142135623730951,Superior Temporal R,1102.0,0.07086816720257234
4277,ses-069,ses-070,2035,6236.0,6208.0,28.0,0.841690774670524,0.9913546375497266,1.0,Insula R,28.0,0.004510309278350515
4278,ses-070,ses-071,1002,3169.0,3556.0,387.0,0.7119702602230483,0.9509010193660515,1.4142135623730951,Caudal Anterior Cingulate L,-387.0,-0.10883014623172103
4281,ses-070,ses-071,1006,1506.0,1503.0,3.0,0.7191758059155866,0.9133865213225717,2.0,Entorhinal Cortex L,3.0,0.001996007984031936
4282,ses-070,ses-071,1007,8758.0,9044.0,286.0,0.7900235928547354,0.9832796243378457,1.0,Fusiform Gyrus L,-286.0,-0.031623175586023886
4283,ses-070,ses-071,1008,13421.0,12821.0,600.0,0.8039021416050606,0.9901311260309674,1.0,Inferior Parietal L,600.0,0.046798221667576634
4287,ses-070,ses-071,1012,8173.0,8018.0,155.0,0.7094064603792231,0.9536655184879173,1.4142135623730951,Lateral Orbitofrontal L,155.0,0.019331504115739587
4289,ses-070,ses-071,1014,4534.0,4403.0,131.0,0.702920443101712,0.9682414431756541,1.0,Medial Orbitofrontal L,131.0,0.0297524415171474
4303,ses-070,ses-071,1028,27248.0,25767.0,1481.0,0.7428840894086579,0.9785303733760409,1.0,Superior Frontal L,1481.0,0.05747661737881787
4305,ses-070,ses-071,1030,17040.0,16984.0,56.0,0.7571714084175876,0.9615547932802931,1.0,Superior Temporal L,56.0,0.003297220913801225
4308,ses-070,ses-071,1035,6135.0,6032.0,103.0,0.8120325470535054,0.9836778504076483,1.0,Insula L,103.0,0.017075596816976128
4309,ses-070,ses-071,2002,2009.0,2157.0,148.0,0.7047527604416707,0.9629963921349713,1.0,Caudal Anterior Cingulate R,-148.0,-0.06861381548446917
4312,ses-070,ses-071,2006,1382.0,1553.0,171.0,0.7039182282793867,0.9240891754764816,1.7320508075688772,Entorhinal Cortex R,-171.0,-0.11010946555054733
4313,ses-070,ses-071,2007,7759.0,7723.0,36.0,0.7939542694742281,0.979475121271057,1.0,Fusiform Gyrus R,36.0,0.004661401009970219
4314,ses-070,ses-071,2008,16478.0,15457.0,1021.0,0.7904180366369188,0.9858070642819567,1.0,Inferior Parietal R,1021.0,0.06605421491880702
4318,ses-070,ses-071,2012,8322.0,8426.0,104.0,0.7284451874850728,0.9487389831214086,1.4142135623730951,Lateral Orbitofrontal R,-104.0,-0.012342748635176834
4320,ses-070,ses-071,2014,3802.0,4208.0,406.0,0.6846441947565544,0.9585294075875984,1.4142135623730951,Medial Orbitofrontal R,-406.0,-0.09648288973384031
4334,ses-070,ses-071,2028,30949.0,30368.0,581.0,0.7514718593538496,0.9778738192569545,1.0,Superior Frontal R,581.0,0.019131981032665963
4336,ses-070,ses-071,2030,15550.0,17287.0,1737.0,0.7305174041477601,0.9313555900413992,1.4142135623730951,Superior Temporal R,-1737.0,-0.1004801295771389
4339,ses-070,ses-071,2035,6208.0,6098.0,110.0,0.8473915163334959,0.9933629264735315,1.0,Insula R,110.0,0.01803870121351263
4340,ses-071,ses-072,1002,3556.0,3364.0,192.0,0.8361271676300578,0.984491740304948,1.0,Caudal Anterior Cingulate L,192.0,0.057074910820451845
4343,ses-071,ses-072,1006,1503.0,1631.0,128.0,0.7217613273771538,0.9083234421254113,2.23606797749979,Entorhinal Cortex L,-128.0,-0.07847946045370938
4344,ses-071,ses-072,1007,9044.0,9139.0,95.0,0.7565308254963428,0.9535713813469254,1.4142135623730951,Fusiform Gyrus L,-95.0,-0.010395010395010396
4345,ses-071,ses-072,1008,12821.0,13394.0,573.0,0.7578867060843029,0.9826306786937118,1.0,Inferior Parietal L,-573.0,-0.04278034941018367
4349,ses-071,ses-072,1012,8018.0,8714.0,696.0,0.7225675352617739,0.9556464940510346,1.4142135623730951,Lateral Orbitofrontal L,-696.0,-0.07987147119577691
4351,ses-071,ses-072,1014,4403.0,4739.0,336.0,0.6838766134325093,0.9639248304728305,1.4142135623730951,Medial Orbitofrontal L,-336.0,-0.07090103397341212
4365,ses-071,ses-072,1028,25767.0,26800.0,1033.0,0.7925124127304203,0.9835493459933558,1.0,Superior Frontal L,-1033.0,-0.03854477611940298
4367,ses-071,ses-072,1030,16984.0,17718.0,734.0,0.7880813785948937,0.9778612185930399,1.0,Superior Temporal L,-734.0,-0.04142679760695338
4370,ses-071,ses-072,1035,6032.0,6219.0,187.0,0.8211574565341605,0.9850122788602129,1.0,Insula L,-187.0,-0.030069142949027176
4371,ses-071,ses-072,2002,2157.0,2125.0,32.0,0.811303129378795,0.9924666322059463,1.0,Caudal Anterior Cingulate R,32.0,0.015058823529411765
4374,ses-071,ses-072,2006,1553.0,1192.0,361.0,0.7293260473588342,0.9389049265413035,1.7320508075688772,Entorhinal Cortex R,361.0,0.3028523489932886
4375,ses-071,ses-072,2007,7723.0,7918.0,195.0,0.7527651684674893,0.9639406415038798,1.4142135623730951,Fusiform Gyrus R,-195.0,-0.024627431169487245
4376,ses-071,ses-072,2008,15457.0,16458.0,1001.0,0.737082876390412,0.9736582463439772,1.0,Inferior Parietal R,-1001.0,-0.060821484992101105
4380,ses-071,ses-072,2012,8426.0,8566.0,140.0,0.7778954802259888,0.9767036864729486,1.0,Lateral Orbitofrontal R,-140.0,-0.01634368433341116
4382,ses-071,ses-072,2014,4208.0,3680.0,528.0,0.6769776876267748,0.9363865085742956,1.7320508075688772,Medial Orbitofrontal R,528.0,0.14347826086956522
4396,ses-071,ses-072,2028,30368.0,31502.0,1134.0,0.7582350088896073,0.9744008352196903,1.0,Superior Frontal R,-1134.0,-0.03599771443082979
4398,ses-071,ses-072,2030,17287.0,17775.0,488.0,0.7478751925161143,0.9541757514338144,1.4142135623730951,Superior Temporal R,-488.0,-0.027454289732770747
4401,ses-071,ses-072,2035,6098.0,6369.0,271.0,0.8170369776209192,0.9820110750184133,1.0,Insula R,-271.0,-0.04254985084000628
4402,ses-072,ses-073,1002,3364.0,3443.0,79.0,0.7950639048038783,0.9866186110887706,1.0,Caudal Anterior Cingulate L,-79.0,-0.022945106012198666
4405,ses-072,ses-073,1006,1631.0,1430.0,201.0,0.6951976478275074,0.9202247403116675,2.0,Entorhinal Cortex L,201.0,0.14055944055944056
4406,ses-072,ses-073,1007,9139.0,9104.0,35.0,0.7379268760620512,0.9492142248432355,1.4142135623730951,Fusiform Gyrus L,35.0,0.003844463971880492
4407,ses-072,ses-073,1008,13394.0,12913.0,481.0,0.7911202341582089,0.9900369657642472,1.0,Inferior Parietal L,481.0,0.03724928366762178
4411,ses-072,ses-073,1012,8714.0,8080.0,634.0,0.767178754317018,0.9780829327724541,1.0,Lateral Orbitofrontal L,634.0,0.07846534653465347
4413,ses-072,ses-073,1014,4739.0,4458.0,281.0,0.7163205393062956,0.9625510520521492,1.0,Medial Orbitofrontal L,281.0,0.06303275011215792
4427,ses-072,ses-073,1028,26800.0,25714.0,1086.0,0.8094222493049472,0.9883144488041821,1.0,Superior Frontal L,1086.0,0.042233802597806645
4429,ses-072,ses-073,1030,17718.0,16838.0,880.0,0.7704016668595902,0.9743355560089308,1.0,Superior Temporal L,880.0,0.05226273904264164
4432,ses-072,ses-073,1035,6219.0,6166.0,53.0,0.8011303996770287,0.9767039459385223,1.0,Insula L,53.0,0.00859552384041518
4433,ses-072,ses-073,2002,2125.0,2117.0,8.0,0.7444601603017444,0.9840311736395365,1.0,Caudal Anterior Cingulate R,8.0,0.003778932451582428
4436,ses-072,ses-073,2006,1192.0,1425.0,233.0,0.7099732518150554,0.9100965385522041,2.0,Entorhinal Cortex R,-233.0,-0.16350877192982455
4437,ses-072,ses-073,2007,7918.0,7898.0,20.0,0.7684623166413759,0.9647091278912846,1.4142135623730951,Fusiform Gyrus R,20.0,0.0025322866548493288
4438,ses-072,ses-073,2008,16458.0,15261.0,1197.0,0.7340710615088748,0.975365628059446,1.0,Inferior Parietal R,1197.0,0.07843522704934146
4442,ses-072,ses-073,2012,8566.0,8154.0,412.0,0.784688995215311,0.9797838460749677,1.0,Lateral Orbitofrontal R,412.0,0.05052734854059358
4444,ses-072,ses-073,2014,3680.0,4074.0,394.0,0.690740263090018,0.948968078667516,1.4142135623730951,Medial Orbitofrontal R,-394.0,-0.09671084928816888
4458,ses-072,ses-073,2028,31502.0,29863.0,1639.0,0.724256498003748,0.9660913987369201,1.0,Superior Frontal R,1639.0,0.05488397013026153
4460,ses-072,ses-073,2030,17775.0,17168.0,607.0,0.7747474458403686,0.9636953730364459,1.0,Superior Temporal R,607.0,0.03535647716682199
4463,ses-072,ses-073,2035,6369.0,6150.0,219.0,0.8032590462497005,0.9750700462400856,1.0,Insula R,219.0,0.03560975609756097
