session1,session2,label,volume1,volume2,volume_diff,dice,surface_dice,hd95,subject
ses-siteATTd1,ses-siteATV,2028,29198.0,29198.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATV,2030,19128.0,19128.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATV,2035,6554.0,6554.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteCOI,10,9328.0,9449.0,121.0,0.36044096501038503,0.17919790647320272,9.055385138137417,sub-01
ses-siteATTd1,ses-siteCOI,11,4166.0,4315.0,149.0,0.3164721141374838,0.2583465525365919,9.643650760992955,sub-01
ses-siteATTd1,ses-siteCOI,12,5117.0,5339.0,222.0,0.25803366488140783,0.2513676821561955,9.433981132056603,sub-01
ses-siteATTd1,ses-siteCOI,13,2260.0,2294.0,34.0,0.12779973649538867,0.18224169952294544,10.44030650891055,sub-01
ses-siteATTd1,ses-siteCOI,17,4325.0,4368.0,43.0,0.11526515587254113,0.24941674349586931,9.16515138991168,sub-01
ses-siteATTd1,ses-siteCOI,18,1612.0,1661.0,49.0,0.10204705163458601,0.18398778194568038,10.04987562112089,sub-01
ses-siteATTd1,ses-siteCOI,26,648.0,736.0,88.0,0.0,0.0,10.770329614269007,sub-01
ses-siteATTd1,ses-siteCOI,28,4810.0,4770.0,-40.0,0.1498956158663883,0.18846967141541704,9.273618495495704,sub-01
ses-siteATTd1,ses-siteCOI,49,9357.0,9376.0,19.0,0.2853787433940106,0.14795198218075073,9.539392014169456,sub-01
ses-siteATTd1,ses-siteCOI,50,4233.0,4399.0,166.0,0.10333642261353104,0.1480263883218724,9.433981132056603,sub-01
ses-siteATTd1,ses-siteCOI,51,5200.0,5363.0,163.0,0.2681056518034649,0.26550149315504346,9.899494936611665,sub-01
ses-siteATTd1,ses-siteCOI,52,2128.0,2163.0,35.0,0.08482871125611746,0.18575075197879679,10.0,sub-01
ses-siteATTd1,ses-siteCOI,53,4668.0,4749.0,81.0,0.07369650631836042,0.2531694652542625,8.602325267042627,sub-01
ses-siteATTd1,ses-siteCOI,54,1732.0,1836.0,104.0,0.18946188340807174,0.17371099382677616,9.16515138991168,sub-01
ses-siteATTd1,ses-siteCOI,58,727.0,755.0,28.0,0.012145748987854251,0.08254733166024371,10.04987562112089,sub-01
ses-siteATTd1,ses-siteCOI,60,4881.0,4848.0,-33.0,0.12437043889402816,0.17385096834525807,9.486832980505138,sub-01
ses-siteATTd1,ses-siteCOI,1002,3581.0,3447.0,-134.0,0.19095048377916904,0.34701692527678296,8.774964387392123,sub-01
ses-siteATTd1,ses-siteCOI,1006,1915.0,1934.0,19.0,0.05663808781501689,0.14316396449390786,9.433981132056603,sub-01
ses-siteATTd1,ses-siteCOI,1007,8783.0,8951.0,168.0,0.1746926807262885,0.36060217125093097,8.246211251235321,sub-01
ses-siteATTd1,ses-siteCOI,1008,16799.0,17333.0,534.0,0.2532520801593812,0.4815234591367926,8.831760866327848,sub-01
ses-siteATTd1,ses-siteCOI,1012,9521.0,9567.0,46.0,0.052703269069572505,0.15486502307907754,11.0,sub-01
ses-siteATTd1,ses-siteCOI,1014,5363.0,5180.0,-183.0,0.0997818457744475,0.2357744273954403,10.770329614269007,sub-01
ses-siteATTd1,ses-siteCOI,1028,25407.0,24401.0,-1006.0,0.2657002891101831,0.5029685050782028,7.810249675906654,sub-01
ses-siteATTd1,ses-siteCOI,1030,16935.0,17150.0,215.0,0.303946017309667,0.5514822559591231,7.874007874011811,sub-01
ses-siteATTd1,ses-siteCOI,1035,6594.0,6781.0,187.0,0.174803738317757,0.2596725354538435,9.433981132056603,sub-01
ses-siteATTd1,ses-siteCOI,2002,2198.0,2087.0,-111.0,0.06581096849474913,0.24006719332651966,9.539392014169456,sub-01
ses-siteATTd1,ses-siteCOI,2006,1850.0,1829.0,-21.0,0.1043761891818429,0.2002952856610991,8.12403840463596,sub-01
ses-siteATTd1,ses-siteCOI,2007,9858.0,10254.0,396.0,0.16776054097056484,0.36174794451907427,8.0,sub-01
ses-siteATTd1,ses-siteCOI,2008,16983.0,17645.0,662.0,0.3313503523160448,0.6148531768186286,6.0,sub-01
ses-siteATTd1,ses-siteCOI,2012,9860.0,9754.0,-106.0,0.042928520444580405,0.1022142564256084,11.180339887498949,sub-01
ses-siteATTd1,ses-siteCOI,2014,5474.0,5417.0,-57.0,0.06464052887705445,0.18190846717802847,10.488088481701515,sub-01
ses-siteATTd1,ses-siteCOI,2028,29198.0,28116.0,-1082.0,0.2742436402973096,0.5310169049572088,8.54400374531753,sub-01
ses-siteATTd1,ses-siteCOI,2030,19128.0,19416.0,288.0,0.19442714819427148,0.385814376212185,8.306623862918075,sub-01
ses-siteATTd1,ses-siteCOI,2035,6554.0,6776.0,222.0,0.2700675168792198,0.3914343297522963,9.0,sub-01
ses-siteATTd1,ses-siteATTd2,10,9328.0,9328.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd2,11,4166.0,4166.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd2,12,5117.0,5117.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd2,13,2260.0,2260.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd2,17,4325.0,4325.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd2,18,1612.0,1612.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd2,26,648.0,648.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd2,28,4810.0,4810.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd2,49,9357.0,9357.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd2,50,4233.0,4233.0,0.0,1.0,1.0,0.0,sub-01
ses-siteATTd1,ses-siteATTd2,51,5200.0,5200.0,0.0,1.0,1.0,0.0,sub-01
