session1,session2,label,volume1,volume2,volume_diff,dice,surface_dice,hd95,subject
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteKPM.long.sub02_base_all_sites,49,7141.0,6200.0,-941.0,0.9285660745071583,0.965506285573353,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteKPM.long.sub02_base_all_sites,50,4686.0,4623.0,-63.0,0.9592867117842948,0.999954529829792,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteKPM.long.sub02_base_all_sites,51,5838.0,5545.0,-293.0,0.9473776684529561,0.9998203229152081,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteKPM.long.sub02_base_all_sites,52,1653.0,1680.0,27.0,0.9300930093009301,0.9991598344627329,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteKPM.long.sub02_base_all_sites,53,4247.0,3938.0,-309.0,0.9402565668906536,0.9924525596245876,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteKPM.long.sub02_base_all_sites,54,2206.0,2072.0,-134.0,0.9340813464235624,0.9972208035371762,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteKPM.long.sub02_base_all_sites,58,702.0,615.0,-87.0,0.8777524677296887,0.9990058912237314,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteKPM.long.sub02_base_all_sites,60,4183.0,3992.0,-191.0,0.932354740061162,0.9967776094149978,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteKPM.long.sub02_base_all_sites,1002,2806.0,2760.0,-46.0,0.9223859144807761,0.9999153352312761,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteKPM.long.sub02_base_all_sites,1006,1248.0,1248.0,0.0,0.8782051282051282,0.9920358484524354,1.0,sub-02
sub-02_ses-siteATV.long.sub02_base_all_sites,sub-02_ses-siteKPM.long.sub02_base_all_sites,1007,7544.0,7416.0,-128.0,0.8957219251336899,0.9967833448227713,1.0,sub-02
